#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
LOC112449709	112449709	6	6	-	-	-	-	-
LOC112449712	112449712	6	6	-	-	-	-	-
LOC112449713	112449713	28	24	-	1	-	9	0
LOC112449714	112449714	7	7	-	-	-	-	-
LOC112449715	112449715	11	11	-	-	-	1	0
LOC112449716	112449716	6	6	-	-	-	1	0
LOC112449717	112449717	6	6	-	-	-	1	0
LOC112469003	112469003	4	4	-	-	-	-	-
LOC112469004	112469004	5	5	-	-	-	-	-
LOC112469005	112469005	5	5	-	-	-	-	-
LOC112469006	112469006	5	5	-	-	-	-	-
LOC112469007	112469007	23	22	-	1	-	7	0
LOC112469008	112469008	6	6	-	1	-	-	-
LOC112469009	112469009	5	5	-	-	-	-	-
LOC112469010	112469010	5	5	-	-	-	-	-
LOC112469011	112469011	6	6	-	-	-	1	0
LOC112469012	112469012	6	6	-	-	-	1	0
LOC112469013	112469013	7	7	-	-	-	1	0
LOC112469014	112469014	6	6	-	-	-	-	-
LOC112469015	112469015	5	5	-	-	-	-	-
LOC112469016	112469016	17	17	-	-	-	4	0
LOC112486201	112486201	14	14	-	-	-	3	0
LOC112486202	112486202	12	12	-	-	-	2	0
LOC112486203	112486203	11	11	-	-	-	1	0
LOC112486204	112486204	13	13	-	-	-	2	0
LOC112486205	112486205	15	15	-	-	-	1	0
LOC112486206	112486206	15	15	-	-	-	1	0
LOC112486207	112486207	18	18	-	-	-	6	0
LOC112486208	112486208	24	24	-	-	-	6	0
LOC112486209	112486209	30	30	-	-	-	9	0
LOC112486210	112486210	23	23	-	-	-	3	0
LOC112486211	112486211	21	21	-	-	-	1	0
LOC112486212	112486212	21	21	-	-	-	1	0
LOC112486213	112486213	20	20	-	-	-	-	-
LOC112486214	112486214	25	25	-	-	-	3	0
LOC112486215	112486215	28	28	-	-	-	3	0
LOC112486216	112486216	27	27	-	-	-	5	0
LOC112486217	112486217	22	22	-	-	-	2	0
LOC112486218	112486218	23	23	-	-	-	1	0
LOC112486219	112486219	23	23	-	-	-	1	0
LOC112486220	112486220	24	24	-	-	-	1	0
LOC112486221	112486221	23	23	-	-	-	1	0
LOC112486222	112486222	23	23	-	-	-	-	-
LOC112486223	112486223	120	84	-	23	-	23	0
LOC112486224	112486224	11	11	-	-	-	5	0
LOC112486225	112486225	12	12	-	-	-	5	0
LOC112486226	112486226	11	11	-	-	-	5	0
LOC112486227	112486227	24	24	-	-	-	5	0
LOC112529892	112529892	47	47	-	-	-	2	0
LOC112529893	112529893	30	30	-	-	-	-	-
LOC112529894	112529894	10	10	-	-	-	7	0
LOC112529895	112529895	46	22	-	-	-	10	0
LOC112529896	112529896	35	32	-	-	-	1	0
LOC112529897	112529897	17	17	-	-	-	1	0
LOC112529898	112529898	63	63	-	-	-	-	-
LOC112529899	112529899	63	63	-	-	-	-	-
LOC112529900	112529900	56	56	-	-	-	-	-
LOC112529901	112529901	34	34	-	-	-	10	0
LOC112529902	112529902	1	1	-	-	-	-	-
LOC112529903	112529903	1	1	-	-	-	-	-
LOC112529904	112529904	1	1	-	-	-	-	-
LOC112529905	112529905	1	1	-	-	-	-	-
LOC112529906	112529906	1	1	-	-	-	-	-
LOC112529907	112529907	16	16	-	-	-	3	0
LOC112529908	112529908	4	4	-	-	-	2	0
LOC112529909	112529909	4	4	-	-	-	2	0
LOC112529910	112529910	43	38	-	-	-	-	-
LOC112529911	112529911	2	2	-	-	-	-	-
LOC112529912	112529912	2	2	-	-	-	-	-
LOC112529913	112529913	3	3	-	-	-	-	-
LOC112529914	112529914	3	3	-	-	-	-	-
LOC112529915	112529915	12	12	-	-	-	-	-
LOC112533637	112533637	3	3	-	-	-	-	-
LOC112533638	112533638	7	7	-	-	-	4	0
LOC112533639	112533639	8	8	-	-	-	4	0
LOC112533640	112533640	9	9	-	-	-	4	0
LOC112533641	112533641	5	5	-	-	-	-	-
LOC112533642	112533642	3	3	-	-	-	-	-
LOC112533643	112533643	37	34	-	-	-	-	-
LOC112533644	112533644	6	6	-	-	-	1	0
LOC112533645	112533645	2	2	-	-	-	-	-
LOC112533646	112533646	5	5	-	-	-	1	0
LOC112533647	112533647	5	5	-	-	-	1	0
LOC112533648	112533648	5	5	-	-	-	-	-
LOC112533649	112533649	5	5	-	-	-	-	-
LOC112533650	112533650	5	5	-	-	-	-	-
LOC112533651	112533651	4	4	-	-	-	-	-
LOC112533652	112533652	4	4	-	-	-	-	-
LOC112533653	112533653	5	5	-	-	-	-	-
LOC112533654	112533654	3	3	-	-	-	-	-
LOC112533655	112533655	4	4	-	-	-	1	0
LOC112533656	112533656	9	9	-	-	-	1	0
LOC112533657	112533657	9	9	-	-	-	-	-
LOC112533658	112533658	2	2	-	-	-	-	-
LOC112533659	112533659	3	3	-	-	-	-	-
LOC112533660	112533660	4	4	-	-	-	-	-
LOC112533661	112533661	3	3	-	-	-	-	-
LOC112533662	112533662	3	3	-	-	-	-	-
LOC112533663	112533663	3	3	-	-	-	-	-
LOC112533664	112533664	9	9	-	-	-	1	0
LOC112533665	112533665	8	7	-	-	-	-	-
LOC112533666	112533666	3	3	-	-	-	-	-
LOC112533667	112533667	4	4	-	-	-	-	-
LOC112533668	112533668	3	3	-	-	-	-	-
LOC112533669	112533669	3	3	-	-	-	-	-
LOC112533670	112533670	2	2	-	-	-	-	-
LOC112533671	112533671	27	9	-	1	-	4	0
LOC112533672	112533672	35	23	-	3	-	11	0
LOC112533673	112533673	3	3	-	-	-	-	-
LOC112533674	112533674	5	5	-	-	-	-	-
LOC112533675	112533675	5	5	-	-	-	1	0
LOC112533676	112533676	7	7	-	-	-	1	0
LOC112533677	112533677	6	6	-	-	-	-	-
LOC112533678	112533678	6	6	-	-	-	1	0
LOC112533679	112533679	6	6	-	-	-	-	-
LOC112533680	112533680	6	6	-	-	-	-	-
LOC112533681	112533681	8	8	-	1	-	-	-
LOC112533682	112533682	7	7	-	-	-	-	-
LOC112533683	112533683	5	5	-	-	-	1	0
LOC112533684	112533684	3	3	-	-	-	-	-
LOC112533685	112533685	3	3	-	-	-	-	-
LOC112533686	112533686	10	10	-	-	-	2	0
LOC112533687	112533687	19	19	-	-	-	11	0
LOC112538442	112538442	73	68	-	-	-	9	0
LOC112538443	112538443	38	34	-	-	-	-	-
LOC112538444	112538444	22	20	-	-	-	1	0
LOC112538445	112538445	62	57	-	-	-	1	0
LOC112540014	112540014	21	19	-	-	-	-	-
LOC112540015	112540015	21	19	-	-	-	-	-
LOC112540016	112540016	20	18	-	-	-	-	-
LOC112540017	112540017	19	17	-	-	-	1	0
LOC112540018	112540018	61	56	-	-	-	1	0
LOC112543419	112543419	60	55	-	-	-	2	0
LOC112543420	112543420	59	54	-	-	-	1	0
LOC112543421	112543421	23	21	-	-	-	1	0
LOC112543422	112543422	24	22	-	-	-	-	-
LOC112543423	112543423	58	53	-	-	-	2	0
LOC112543424	112543424	24	22	-	-	-	-	-
LOC112543425	112543425	20	18	-	-	-	-	-
LOC112543426	112543426	20	18	-	-	-	-	-
LOC112543427	112543427	21	19	-	-	-	-	-
LOC112543428	112543428	34	32	-	-	-	1	0
LOC112543429	112543429	32	30	-	-	-	1	0
LOC112543430	112543430	38	36	-	-	-	1	0
LOC112543431	112543431	70	65	-	-	-	7	0
LOC112543432	112543432	43	41	-	-	-	2	0
LOC112543433	112543433	59	57	-	-	-	2	0
LOC112543434	112543434	56	51	-	-	-	7	0
LOC112543435	112543435	50	45	-	-	-	2	0
LOC112543436	112543436	48	43	-	-	-	2	0
LOC112543437	112543437	48	43	-	-	-	2	0
LOC112543438	112543438	8	8	-	-	-	-	-
LOC112543439	112543439	16	16	-	-	-	2	0
LOC112543440	112543440	12	12	-	-	-	1	0
LOC112543441	112543441	12	12	-	-	-	1	0
LOC112543443	112543443	11	11	-	-	-	1	0
LOC112543445	112543445	6	6	-	-	-	-	-
LOC112543446	112543446	8	8	-	-	-	1	0
LOC112543448	112543448	11	10	-	-	-	2	0
LOC112543452	112543452	14	14	-	-	-	5	0
LOC112543454	112543454	10	10	-	-	-	1	0
LOC112543455	112543455	13	13	-	-	-	2	0
LOC112543458	112543458	12	12	-	-	-	1	0
LOC112543459	112543459	8	8	-	-	-	-	-
LOC112543461	112543461	7	7	-	-	-	1	0
LOC112543462	112543462	6	6	-	-	-	2	0
LOC112543463	112543463	6	6	-	-	-	2	0
LOC112543464	112543464	6	6	-	-	-	-	-
LOC112543465	112543465	6	6	-	-	-	1	0
LOC112543466	112543466	6	6	-	-	-	1	0
LOC112543467	112543467	6	6	-	-	-	1	0
LOC112543468	112543468	6	6	-	-	-	1	0
LOC112543469	112543469	5	5	-	-	-	1	0
LOC112543470	112543470	11	11	-	4	-	1	0
LOC112543471	112543471	4	4	-	-	-	-	-
LOC112543472	112543472	4	4	-	-	-	-	-
LOC112543473	112543473	4	4	-	-	-	-	-
LOC112543475	112543475	8	8	-	-	-	1	0
LOC112543476	112543476	6	6	-	-	-	-	-
LOC112543477	112543477	6	6	-	-	-	-	-
LOC112543479	112543479	5	5	-	-	-	2	0
LOC112543480	112543480	10	10	-	-	-	3	0
LOC112543481	112543481	11	11	-	-	-	1	0
LOC112543482	112543482	11	11	-	-	-	1	0
LOC112543483	112543483	7	7	-	-	-	1	0
LOC112543484	112543484	6	6	-	-	-	1	0
LOC112543485	112543485	3	3	-	-	-	-	-
LOC112543486	112543486	3	3	-	-	-	-	-
LOC112543487	112543487	4	4	-	-	-	1	0
LOC112543488	112543488	4	4	-	-	-	-	-
LOC112543489	112543489	2	2	-	-	-	-	-
LOC112543490	112543490	10	10	-	-	-	1	0
LOC112543491	112543491	5	5	-	-	-	2	0
LOC112552148	112552148	7	7	-	-	-	1	0
LOC112552149	112552149	3	3	-	-	-	1	0
LOC112552150	112552150	2	2	-	-	-	-	-
LOC112552151	112552151	2	2	-	-	-	-	-
LOC112552152	112552152	2	2	-	-	-	-	-
LOC112552153	112552153	2	2	-	-	-	-	-
LOC112552154	112552154	5	5	-	-	-	2	0
LOC112552155	112552155	3	3	-	-	-	1	0
LOC112552156	112552156	1	1	-	-	-	-	-
LOC112552159	112552159	3	3	-	-	-	1	0
LOC112552160	112552160	3	3	-	-	-	-	-
LOC112552161	112552161	3	3	-	-	-	-	-
LOC112552162	112552162	6	6	-	-	-	2	0
LOC112552164	112552164	3	3	-	-	-	-	-
LOC112552165	112552165	3	3	-	-	-	-	-
LOC112552166	112552166	4	4	-	-	-	-	-
LOC112552167	112552167	3	3	-	-	-	1	0
LOC112552168	112552168	3	3	-	-	-	-	-
LOC112552169	112552169	3	3	-	-	-	-	-
LOC112552170	112552170	3	3	-	-	-	-	-
LOC112552171	112552171	3	3	-	-	-	-	-
LOC112552172	112552172	3	3	-	-	-	-	-
LOC112552173	112552173	3	3	-	-	-	-	-
LOC112552174	112552174	3	3	-	-	-	-	-
LOC112552175	112552175	17	15	-	-	-	7	0
LOC112552176	112552176	4	4	-	-	-	1	0
LOC112552177	112552177	5	5	-	-	-	-	-
LOC112552178	112552178	5	5	-	-	-	-	-
LOC112553112	112553112	5	5	-	-	-	-	-
LOC112553113	112553113	11	11	-	-	-	1	0
LOC112553114	112553114	9	9	-	-	-	-	-
LOC112553115	112553115	12	12	-	-	-	2	0
LOC112553116	112553116	13	13	-	-	-	2	0
LOC112553117	112553117	13	13	-	-	-	2	0
LOC112553118	112553118	14	14	-	-	-	2	0
LOC112553119	112553119	14	14	-	-	-	3	0
LOC112577452	112577452	11	11	-	-	-	1	0
LOC112577453	112577453	11	11	-	-	-	1	0
LOC112577454	112577454	10	10	-	-	-	-	-
LOC112577455	112577455	2	2	-	-	-	1	0
LOC112577456	112577456	2	2	-	-	-	1	0
LOC112577457	112577457	2	2	-	-	-	-	-
LOC112577458	112577458	2	2	-	-	-	-	-
LOC112577469	112577469	72	70	-	-	-	2	0
LOC112577470	112577470	16	16	-	-	-	1	0
LOC112577471	112577471	7	7	-	-	-	1	0
LOC112577472	112577472	23	23	-	-	-	3	0
LOC112577473	112577473	8	8	-	-	-	1	0
LOC112577475	112577475	7	7	-	-	-	-	-
LOC112577476	112577476	4	4	-	-	-	-	-
LOC112577477	112577477	5	5	-	-	-	2	0
LOC112577478	112577478	5	5	-	-	-	2	0
LOC112577479	112577479	2	2	-	-	-	-	-
LOC112577480	112577480	2	2	-	-	-	-	-
LOC112577481	112577481	3	3	-	-	-	-	-
LOC112577483	112577483	3	3	-	-	-	-	-
LOC112577484	112577484	5	5	-	-	-	1	0
LOC112577485	112577485	4	4	-	-	-	-	-
LOC112577486	112577486	25	25	-	-	-	4	0
LOC112577487	112577487	20	20	-	-	-	2	0
LOC112577488	112577488	20	20	-	-	-	2	0
LOC112577489	112577489	4	4	-	-	-	-	-
LOC112577490	112577490	123	113	-	-	-	1	0
LOC112577491	112577491	17	17	-	-	-	1	0
LOC112577492	112577492	1	1	-	-	-	-	-
LOC112577493	112577493	2	2	-	-	-	-	-
LOC112577494	112577494	2	2	-	-	-	-	-
LOC112577495	112577495	3	3	-	-	-	-	-
LOC112577503	112577503	2	2	-	-	-	-	-
LOC112577504	112577504	17	17	-	-	-	-	-
LOC112577505	112577505	14	14	-	-	-	-	-
LOC112577506	112577506	6	6	-	-	-	-	-
LOC112577507	112577507	3	3	-	-	-	-	-
LOC112577508	112577508	5	5	-	-	-	-	-
LOC112577509	112577509	7	7	-	-	-	1	0
LOC112577510	112577510	7	7	-	-	-	-	-
LOC112577511	112577511	8	8	-	-	-	1	0
LOC112577512	112577512	8	8	-	-	-	-	-
LOC112577513	112577513	12	12	-	-	-	-	-
LOC112577514	112577514	11	11	-	-	-	-	-
LOC112577515	112577515	10	10	-	-	-	-	-
LOC112577516	112577516	14	14	-	-	-	-	-
LOC112577517	112577517	54	47	-	1	-	29	0
LOC112577519	112577519	6	6	-	-	-	-	-
LOC112577520	112577520	7	7	-	-	-	-	-
LOC112577521	112577521	7	7	-	-	-	-	-
LOC112577522	112577522	12	12	-	-	-	1	0
LOC112577523	112577523	6	6	-	-	-	-	-
LOC112577524	112577524	70	68	-	-	-	5	0
LOC112577525	112577525	68	66	-	-	-	3	0
LOC112577526	112577526	2	2	-	-	-	-	-
LOC112577527	112577527	2	2	-	-	-	-	-
LOC112577528	112577528	3	3	-	-	-	1	0
LOC112577529	112577529	3	3	-	-	-	1	0
LOC112577530	112577530	3	3	-	-	-	1	0
LOC112577531	112577531	2	2	-	1	-	-	-
LOC112577532	112577532	4	4	-	-	-	-	-
LOC112577533	112577533	6	6	-	-	-	-	-
LOC112577534	112577534	5	5	-	-	-	-	-
LOC112577535	112577535	5	5	-	-	-	-	-
LOC112577536	112577536	5	5	-	-	-	-	-
LOC112577537	112577537	5	5	-	-	-	-	-
LOC112577538	112577538	5	5	-	-	-	-	-
LOC112577542	112577542	6	6	-	-	-	1	0
LOC112577543	112577543	16	16	-	-	-	2	0
LOC112577544	112577544	15	15	-	-	-	2	0
LOC112577545	112577545	15	15	-	-	-	-	-
LOC112577546	112577546	17	17	-	-	-	1	0
LOC112577547	112577547	15	15	-	-	-	-	-
LOC112577548	112577548	15	15	-	-	-	-	-
LOC112577552	112577552	17	17	-	-	-	2	0
LOC112577554	112577554	16	16	-	-	-	1	0
LOC112577555	112577555	15	15	-	-	-	1	0
LOC112577556	112577556	15	15	-	-	-	1	0
LOC112577557	112577557	16	16	-	-	-	2	0
LOC112577558	112577558	16	16	-	-	-	2	0
LOC112577559	112577559	16	16	-	-	-	2	0
LOC112577560	112577560	15	15	-	-	-	-	-
LOC112577561	112577561	17	17	-	-	-	2	0
LOC112577564	112577564	1	1	-	-	-	-	-
LOC112577565	112577565	30	30	-	-	-	2	0
LOC112577566	112577566	44	44	-	-	-	2	0
LOC112577567	112577567	38	38	-	-	-	1	0
LOC112577568	112577568	38	38	-	-	-	1	0
LOC112577569	112577569	35	35	-	-	-	-	-
LOC112577570	112577570	1	1	-	-	-	-	-
LOC112577571	112577571	2	2	-	-	-	1	0
LOC112577572	112577572	4	4	-	-	-	1	0
LOC112577573	112577573	4	4	-	-	-	1	0
LOC112577574	112577574	4	4	-	-	-	1	0
LOC112577575	112577575	4	4	-	-	-	2	0
LOC112577576	112577576	5	5	-	-	-	2	0
LOC112577577	112577577	3	3	-	-	-	-	-
LOC112577578	112577578	60	60	-	-	-	5	0
LOC112577579	112577579	55	55	-	-	-	4	0
LOC112577581	112577581	45	45	-	-	-	1	0
LOC112577582	112577582	6	6	-	-	-	1	0
LOC112577583	112577583	5	5	-	-	-	-	-
LOC112577584	112577584	3	3	-	-	-	-	-
LOC112577585	112577585	2	2	-	-	-	-	-
LOC112577586	112577586	2	2	-	-	-	-	-
LOC112577587	112577587	2	2	-	-	-	-	-
LOC112577588	112577588	2	2	-	-	-	-	-
LOC112577589	112577589	1	1	-	-	-	-	-
LOC112577590	112577590	3	3	-	-	-	-	-
LOC112577591	112577591	1	1	-	-	-	-	-
LOC112577592	112577592	57	52	-	-	-	6	0
LOC112577594	112577594	3	3	-	-	-	-	-
LOC112577595	112577595	4	4	-	-	-	-	-
LOC112577596	112577596	4	4	-	-	-	-	-
LOC112577597	112577597	4	4	-	-	-	-	-
LOC112577598	112577598	4	4	-	-	-	-	-
LOC112577599	112577599	5	5	-	-	-	-	-
LOC112590790	112590790	6	6	-	-	-	-	-
LOC112590791	112590791	3	3	-	-	-	-	-
LOC112590792	112590792	5	5	-	-	-	1	0
LOC112590793	112590793	4	4	-	-	-	1	0
LOC112590794	112590794	4	4	-	-	-	1	0
LOC112590795	112590795	4	4	-	-	-	1	0
LOC112590799	112590799	4	4	-	-	-	3	0
LOC112590800	112590800	6	6	-	-	-	4	0
LOC112590801	112590801	2	2	-	-	-	2	0
LOC112590802	112590802	1	1	-	-	-	-	-
LOC112590804	112590804	1	1	-	-	-	-	-
LOC112590805	112590805	2	2	-	-	-	-	-
LOC112590806	112590806	5	5	-	-	-	1	0
LOC112590807	112590807	5	5	-	-	-	1	0
LOC112590808	112590808	5	5	-	-	-	1	0
LOC112590809	112590809	5	5	-	-	-	1	0
LOC112590810	112590810	5	5	-	-	-	1	0
LOC112590812	112590812	7	7	-	-	-	-	-
LOC112590813	112590813	22	22	-	-	-	-	-
LOC112590814	112590814	8	8	-	-	-	-	-
LOC112590815	112590815	11	11	-	-	-	1	0
LOC112590816	112590816	10	10	-	-	-	-	-
LOC112590817	112590817	10	10	-	-	-	-	-
LOC112590818	112590818	12	12	-	-	-	-	-
LOC112590819	112590819	10	10	-	-	-	1	0
LOC112590820	112590820	5	5	-	-	-	-	-
LOC112590821	112590821	16	16	-	-	-	1	0
LOC112590822	112590822	15	15	-	-	-	1	0
LOC112590823	112590823	14	14	-	-	-	1	0
LOC112590824	112590824	1	1	-	-	-	-	-
LOC112590825	112590825	16	16	-	-	-	3	0
LOC112590826	112590826	2	2	-	-	-	1	0
LOC112590827	112590827	2	2	-	-	-	-	-
LOC112590828	112590828	2	2	-	-	-	-	-
LOC112637023	112637023	19	18	-	-	-	-	-
LOC112637025	112637025	19	18	-	-	-	-	-
LOC112639999	112639999	19	18	-	-	-	-	-
LOC112679198	112679198	20	19	-	-	-	-	-
LOC112679202	112679202	19	18	-	-	-	-	-
LOC112694687	112694687	14	14	-	-	-	1	0
LOC112694688	112694688	14	14	-	-	-	1	0
LOC112694689	112694689	14	14	-	-	-	4	0
LOC112694690	112694690	9	9	-	-	-	-	-
LOC112694691	112694691	6	6	-	-	-	-	-
LOC112694692	112694692	6	6	-	-	-	-	-
LOC112694693	112694693	6	6	-	-	-	-	-
LOC112694694	112694694	6	6	-	-	-	-	-
LOC112694695	112694695	9	9	-	-	-	3	0
LOC112694696	112694696	9	9	-	-	-	3	0
LOC112694697	112694697	18	18	-	-	-	5	0
LOC112694698	112694698	16	16	-	-	-	4	0
LOC112694699	112694699	16	16	-	-	-	4	0
LOC112694700	112694700	5	5	-	-	-	-	-
LOC112694701	112694701	5	5	-	-	-	-	-
LOC112694702	112694702	5	5	-	-	-	-	-
LOC112694703	112694703	5	5	-	-	-	-	-
LOC112694704	112694704	4	4	-	-	-	-	-
LOC112694705	112694705	4	4	-	-	-	-	-
LOC112694706	112694706	4	4	-	-	-	-	-
LOC112694707	112694707	7	7	-	-	-	-	-
LOC112694708	112694708	4	4	-	-	-	-	-
LOC112694709	112694709	3	3	-	-	-	-	-
LOC112694710	112694710	4	4	-	-	-	-	-
LOC112694711	112694711	2	2	-	-	-	-	-
LOC112694712	112694712	13	13	-	-	-	1	0
LOC112694713	112694713	15	15	-	-	-	3	0
LOC112694714	112694714	2	2	-	-	-	-	-
LOC112694715	112694715	2	2	-	-	-	-	-
LOC112694716	112694716	2	2	-	-	-	-	-
LOC112694717	112694717	3	3	-	-	-	-	-
LOC112694718	112694718	3	3	-	-	-	-	-
LOC112694720	112694720	5	5	-	-	-	3	0
LOC112694721	112694721	6	6	-	-	-	-	-
LOC112694722	112694722	4	4	-	-	-	-	-
LOC112694723	112694723	7	7	-	-	-	1	0
LOC112694724	112694724	6	6	-	-	-	-	-
LOC112694725	112694725	9	9	-	-	-	2	0
LOC112694726	112694726	7	7	-	-	-	-	-
LOC112694727	112694727	17	17	-	-	-	1	0
LOC112694728	112694728	16	16	-	-	-	2	0
LOC112694729	112694729	17	17	-	-	-	3	0
LOC112694730	112694730	11	11	-	-	-	1	0
LOC112694731	112694731	25	25	-	-	-	4	0
LOC112694732	112694732	49	44	-	-	-	1	0
LOC112694733	112694733	49	44	-	-	-	1	0
LOC112694734	112694734	49	44	-	-	-	2	0
LOC112694735	112694735	41	36	-	-	-	2	0
LOC112694736	112694736	37	32	-	-	-	1	0
LOC112694740	112694740	36	31	-	-	-	1	0
LOC112694741	112694741	37	32	-	-	-	1	0
LOC112694744	112694744	45	40	-	-	-	1	0
LOC112694745	112694745	45	40	-	-	-	1	0
LOC112694746	112694746	45	40	-	-	-	1	0
LOC112694747	112694747	45	40	-	-	-	1	0
LOC112694748	112694748	45	40	-	-	-	1	0
LOC112694749	112694749	49	44	-	-	-	2	0
LOC112694750	112694750	51	46	-	-	-	1	0
LOC112694751	112694751	51	46	-	-	-	3	0
LOC112694752	112694752	57	51	-	-	-	4	0
LOC112694753	112694753	58	52	-	-	-	3	0
LOC112694754	112694754	57	51	-	-	-	3	0
LOC112694756	112694756	264	223	-	6	-	40	0
LOC112694764	112694764	191	173	-	-	-	7	0
LOC112694766	112694766	193	175	-	-	-	7	0
LOC112694767	112694767	189	172	-	-	-	22	0
LOC112694768	112694768	50	46	-	-	-	4	0
LOC112694770	112694770	50	46	-	-	-	27	0
LOC112694771	112694771	9	8	-	-	-	1	0
LOC112694772	112694772	11	10	-	-	-	2	0
LOC112695074	112695074	15	14	-	-	-	1	0
LOC112695075	112695075	13	12	-	-	-	1	0
LOC112695076	112695076	12	11	-	-	-	-	-
LOC112695077	112695077	11	10	-	-	-	1	0
LOC112695078	112695078	10	9	-	-	-	-	-
LOC112695079	112695079	10	9	-	-	-	-	-
LOC112695080	112695080	10	9	-	-	-	1	0
LOC112695081	112695081	10	9	-	-	-	1	0
LOC112695084	112695084	10	9	-	-	-	1	0
LOC112695085	112695085	8	7	-	-	-	-	-
LOC112695086	112695086	7	6	-	-	-	-	-
LOC112695087	112695087	6	5	-	-	-	-	-
LOC112695088	112695088	6	5	-	-	-	-	-
LOC112695089	112695089	11	9	-	-	-	2	0
LOC112695090	112695090	11	10	-	-	-	1	0
LOC112695092	112695092	10	9	-	-	-	-	-
LOC112695093	112695093	6	5	-	-	-	-	-
LOC112695094	112695094	6	5	-	-	-	-	-
LOC112695095	112695095	6	5	-	-	-	-	-
LOC112695096	112695096	8	7	-	-	-	1	0
LOC112695097	112695097	10	9	-	-	-	3	0
LOC112695098	112695098	8	7	-	-	-	1	0
LOC112695099	112695099	12	11	-	-	-	1	0
LOC112695100	112695100	14	13	-	-	-	1	0
LOC112695101	112695101	19	18	-	-	-	1	0
LOC112695102	112695102	19	18	-	-	-	1	0
LOC112695103	112695103	32	31	-	-	-	1	0
LOC112695104	112695104	34	33	-	-	-	2	0
LOC112695105	112695105	34	33	-	-	-	2	0
LOC112695106	112695106	49	48	-	-	-	3	0
LOC112695107	112695107	57	55	-	-	-	3	0
LOC112695108	112695108	60	58	-	-	-	4	0
LOC112695110	112695110	11	11	-	-	-	3	0
LOC112695111	112695111	11	11	-	-	-	5	0
LOC112695112	112695112	12	12	-	-	-	8	0
LOC112695113	112695113	13	13	-	-	-	9	0
LOC112695114	112695114	13	13	-	-	-	9	0
LOC112695115	112695115	13	13	-	-	-	9	0
LOC112806037	112806037	38	33	-	4	-	21	0
LOC112806039	112806039	1	1	-	-	-	1	0
LOC112806040	112806040	1	1	-	-	-	-	-
LOC112806041	112806041	2	2	-	-	-	-	-
LOC112806042	112806042	16	16	-	-	-	1	0
LOC112806043	112806043	4	4	-	-	-	1	0
LOC112806044	112806044	3	3	-	-	-	-	-
LOC112806045	112806045	12	12	-	-	-	4	0
LOC112806046	112806046	10	10	-	-	-	1	0
LOC112806047	112806047	3	3	-	-	-	1	0
LOC112806048	112806048	4	4	-	-	-	2	0
LOC112806050	112806050	2	2	-	-	-	-	-
LOC112806051	112806051	12	12	-	-	-	1	0
LOC112806054	112806054	5	5	-	-	-	-	-
LOC112806055	112806055	6	6	-	-	-	-	-
LOC112806056	112806056	5	5	-	-	-	-	-
LOC112806057	112806057	8	8	-	-	-	1	0
LOC112806058	112806058	5	5	-	-	-	-	-
LOC112806059	112806059	8	8	-	-	-	1	0
LOC112806060	112806060	12	12	-	-	-	-	-
LOC112806061	112806061	11	11	-	-	-	-	-
LOC112806062	112806062	13	13	-	-	-	1	0
LOC112806063	112806063	15	15	-	-	-	-	-
LOC112806064	112806064	10	10	-	-	-	-	-
LOC112806065	112806065	10	10	-	-	-	-	-
LOC112806066	112806066	11	11	-	-	-	-	-
LOC112806067	112806067	11	11	-	-	-	-	-
LOC112806068	112806068	11	11	-	-	-	-	-
LOC112806069	112806069	13	13	-	-	-	1	0
LOC112806070	112806070	12	12	-	-	-	-	-
LOC112806071	112806071	15	15	-	-	-	1	0
LOC112806072	112806072	10	10	-	-	-	-	-
LOC112806073	112806073	15	15	-	-	-	-	-
LOC112806074	112806074	10	10	-	-	-	-	-
LOC112806075	112806075	8	8	-	-	-	1	0
LOC112806076	112806076	7	7	-	-	-	1	0
LOC112806077	112806077	12	12	-	-	-	3	0
LOC112806078	112806078	6	6	-	-	-	-	-
LOC112806079	112806079	6	6	-	-	-	-	-
LOC112806080	112806080	9	9	-	-	-	1	0
LOC112806081	112806081	9	9	-	-	-	1	0
LOC112840900	112840900	9	9	-	-	-	-	-
LOC112840901	112840901	9	9	-	-	-	-	-
LOC112840902	112840902	10	10	-	-	-	-	-
LOC112840903	112840903	10	10	-	-	-	-	-
LOC112840904	112840904	6	6	-	-	-	-	-
LOC112840905	112840905	6	6	-	-	-	-	-
LOC112840906	112840906	7	7	-	-	-	-	-
LOC112840907	112840907	10	10	-	-	-	-	-
LOC112840908	112840908	11	11	-	-	-	-	-
LOC112840909	112840909	16	16	-	-	-	1	0
LOC112840910	112840910	23	23	-	-	-	1	0
LOC112840911	112840911	26	26	-	-	-	1	0
LOC112840912	112840912	30	30	-	-	-	1	0
LOC112840913	112840913	35	35	-	-	-	2	0
LOC112840914	112840914	38	38	-	-	-	1	0
LOC112840915	112840915	40	40	-	-	-	1	0
LOC112840916	112840916	9	9	-	-	-	-	-
LOC112840917	112840917	9	9	-	-	-	-	-
LOC112840918	112840918	45	45	-	-	-	1	0
LOC112840919	112840919	44	44	-	-	-	1	0
LOC112840920	112840920	47	47	-	-	-	1	0
